Call ID,Time,Lat,Lon,Safe to fly,Heli avail,CancelDelay,Scene time,Hosp lat,Hosp Lon,Hosp time
191,89.63428795,43.12463056,76.01203621,1,1,0,0.138591876,43.0481,76.1474,0.942979097
192,89.94704932,43.08345426,75.30462395,1,1,0,0.450996293,43.1009,75.2327,0.216260393
193,89.97498549,42.84977627,78.78168542,1,1,0,0.406251579,42.8864,78.8784,0.929924795
194,91.00389281,43.0456258,77.61032169,1,1,0,0.121224597,43.1566,77.6088,0.581712059
195,92.38554909,43.97420673,75.92085105,1,1,0,0.316839956,43.9748,75.9108,0.721811654
196,92.91815884,42.65110567,73.89801919,0,0,0,0,0,0,0
197,93.90069556,42.24803988,76.18159755,1,1,0,0.513802591,42.0987,75.918,0.891413656
198,94.11607555,42.95265828,76.1653087,1,1,0,0.155059484,43.0481,76.1474,0.375432294
199,94.26049595,42.48046575,74.03742872,0,0,0,0,0,0,0
200,94.34910284,42.75163089,78.71803306,1,0,0,0,0,0,0
201,94.76402379,42.80494772,78.85555077,1,1,0,0.218905794,42.8864,78.8784,1.930909684
202,95.42881097,42.16742182,75.68616354,1,1,0,0.451201288,42.0987,75.918,0.34952284
203,98.8713449,42.43138517,73.71427342,1,1,0,0.165560826,42.6526,73.7562,0.544821238
204,99.08466568,43.26545518,78.8017987,1,1,0,0.744659058,42.8864,78.8784,0.929526336
205,102.3570079,42.62254803,74.00524083,1,1,0,0.315877996,42.6526,73.7562,0.096656918
206,104.7058302,42.35642411,76.54726144,1,1,0,0.372242143,42.444,76.5019,0.540634715
207,104.9852285,41.98269081,75.87310579,0,0,0,0,0,0,0
208,105.4454756,42.72148274,73.79725373,0,0,0,0,0,0,0
209,105.5853206,42.31720356,76.45924376,0,0,0,0,0,0,0
210,105.6718599,43.10377486,76.04982509,1,1,0,0.213029528,43.0481,76.1474,0.748940003
211,106.0089254,43.03568357,77.56549112,1,1,0,0.311678187,43.1566,77.6088,0.188708554
212,106.1304445,43.15661132,76.02626346,1,1,0.052181523,0,0,0,0
213,106.2311475,43.04077915,78.82282625,1,1,0,0.748188,42.8864,78.8784,0.653525749
214,106.4040062,43.04353544,75.22205486,0,0,0,0,0,0,0
215,106.4042097,43.22645672,77.83597847,1,1,0,0.053403482,43.1566,77.6088,0.486310794
216,106.7691886,42.36125816,73.86131847,1,1,0,0.141559955,42.6526,73.7562,0.634527644
217,106.9172508,42.47749938,75.1182742,1,1,0,0.245970663,43.1009,75.2327,0.532619156
218,106.9527307,42.2317177,74.74818482,1,1,0,0.23930766,42.6526,73.7562,0.71933144
219,106.9999204,43.08836773,75.22430389,1,1,0,0.408840438,43.1009,75.2327,0.267805274
220,107.0664532,42.85865084,78.68639462,0,0,0,0,0,0,0
221,107.6432251,43.30023104,77.67067998,1,1,0,0.209422818,43.1566,77.6088,1.149808937
222,107.6480769,42.84232234,78.87454243,1,1,0,0.251487072,42.8864,78.8784,0.235874611
223,107.7563808,42.07120916,75.92000273,1,1,0,0.659084057,42.0987,75.918,0.350135818
224,107.8629375,43.04103266,76.38310256,1,1,0,0.291122425,43.0481,76.1474,0.778417201
225,108.3498891,42.28424456,75.88663837,1,1,0,0.413594347,41.979,76.5155,0.893058281
226,108.5547157,43.02660569,77.54481927,1,1,0,0.099829202,43.1566,77.6088,0.155591385
227,108.6246735,43.00854705,73.81941564,1,1,0,0.522334482,42.6526,73.7562,0.853460578
228,108.7653465,42.40762615,76.46049009,0,0,0,0,0,0,0
229,109.4233347,42.84638448,78.86882831,1,1,0,0.376037855,42.8864,78.8784,0.452936572
230,109.5702789,43.03107121,78.55506267,1,1,0,0.448634366,42.8864,78.8784,0.278078672
231,109.6795635,42.07915583,73.78615902,1,0,0,0,0,0,0
232,109.9264597,42.13633949,76.0212965,1,1,0,0.358826102,42.0987,75.918,0.2249429
233,110.0460928,43.23965344,77.57989539,1,1,0,0.420312319,43.1566,77.6088,0.30722039
234,110.2197976,42.922155,76.26572693,1,1,0,0.300498249,43.0481,76.1474,0.380494156
235,110.3543228,44.00769523,75.95717897,1,1,0,0.309472946,43.9748,75.9108,0.429884887
236,110.6222239,43.94763713,75.97795623,1,1,0,0.292973449,43.0481,76.1474,0.427457955
237,110.7110425,42.86300816,73.82835919,1,1,0,0.494907946,42.6526,73.7562,0.129947916
238,110.7677608,42.48596394,76.47958619,1,1,0,0.326683052,42.444,76.5019,0.575485501
239,111.384925,43.07154334,76.20185129,1,1,0,0.200959376,43.0481,76.1474,0.20271017
240,111.7121901,42.40715818,76.47614117,1,1,0,0.090029197,42.444,76.5019,0.128299506
241,112.222307,42.75705039,75.19989788,1,1,0,0.235295471,43.0481,76.1474,0.343515007
242,112.5599781,42.59078927,73.82912211,0,0,0,0,0,0,0
243,112.9799227,43.03709337,76.09072853,1,1,0,0.261447111,43.0481,76.1474,0.57288036
244,113.9810788,43.10763037,75.72908204,1,1,0,0.295294595,43.0481,76.1474,0.355107851
245,114.0381574,43.06685666,76.07360211,1,1,0,0.784440658,43.0481,76.1474,0.214991886
246,114.7758166,42.89408593,73.97824715,1,1,0.017753549,0,0,0,0
247,114.9672026,42.82635134,73.8332111,1,1,0,0.295378455,42.6526,73.7562,0.559051558
248,115.1692997,42.92061065,77.69631246,1,1,0,0.769466147,43.1566,77.6088,0.579741931
249,115.4970806,43.13707713,77.57731515,1,1,0.11859373,0,0,0,0
250,115.6868291,42.19903735,75.78545132,1,1,0,0.244745222,42.0987,75.918,0.248945394
251,115.6932647,42.10826337,76.74042676,1,1,0,0.135244013,42.0898,76.8077,0.373974667
252,115.7454989,42.30137784,75.85632003,0,0,0,0,0,0,0
253,115.8303996,42.78307528,78.79912349,1,1,0.468756749,0,0,0,0
254,116.4789367,44.13137716,75.9409795,1,1,0.363030193,0,0,0,0
255,116.5503002,43.21383904,76.11787074,1,1,0,0.184119587,43.0481,76.1474,0.832287425
256,116.6913044,43.05150353,75.1570669,1,1,0,0.176713595,43.1009,75.2327,0.244223863
257,117.7123964,42.11136749,75.80770406,0,0,0,0,0,0,0
258,118.712358,42.97097272,78.80007296,1,1,0.459870976,0,0,0,0
259,119.610517,42.06279094,75.93682464,1,0,0,0,0,0,0
260,120.5554659,43.02937279,77.56646909,1,1,0,0.675295276,43.1566,77.6088,0.522508514
261,121.7241835,42.30928672,76.01357629,0,0,0,0,0,0,0
262,124.8631199,42.43466964,76.5467931,1,1,0,0.45894273,42.444,76.5019,0.68527239
263,127.7493641,43.07696621,76.34184193,1,1,0,0.172046107,43.0481,76.1474,0.209279613
264,128.0076601,42.77156511,76.46122945,1,1,0,0.150945273,42.444,76.5019,0.150677613
265,128.1744004,42.99849448,75.16737684,1,0,0,0,0,0,0
266,128.5851828,43.14959524,77.74289176,1,1,0,0.265993401,43.1566,77.6088,0.397077822
267,130.9275285,42.95840916,75.97429378,1,0,0,0,0,0,0
268,130.9301735,42.31999809,77.04120461,1,1,0.14067376,0,0,0,0
269,131.1913638,42.77452898,73.842409,1,1,0,0.397491314,42.6526,73.7562,0.158254935
270,131.2453599,43.07829267,75.16518758,1,1,0,0.749379613,43.0481,76.1474,0.419588327
271,131.7131303,43.97545853,75.89203096,1,1,0,0.868488317,43.9748,75.9108,0.624986472
272,132.4254275,43.28728822,77.76212534,1,1,0,0.35424467,43.1566,77.6088,0.637194667
273,132.9196587,43.8963106,75.8136357,1,1,0,0.309365928,43.9748,75.9108,0.741649398
274,133.0298541,42.75988757,73.77348161,1,1,0.004643892,0,0,0,0
275,133.1396631,42.14268177,75.88391642,1,1,0,0.389480592,41.979,76.5155,0.802242323
276,133.339198,42.35285214,73.78952971,1,0,0,0,0,0,0
277,133.5498805,42.01590479,75.80187195,1,1,0,0.064114246,42.0987,75.918,0.941088249
278,133.7470838,42.9314777,78.80285867,1,1,0,0.07521019,42.8864,78.8784,0.391666242
279,133.7598885,42.92729573,78.85676115,0,0,0,0,0,0,0
280,133.7606834,42.85639569,78.8483649,1,1,0,0.12936904,42.8864,78.8784,1.374353752
281,135.0682442,42.83986037,76.062857,1,1,0,0.199746592,43.0481,76.1474,0.663336089
282,135.279344,42.8489015,78.72508803,1,1,0,0.31578515,42.8864,78.8784,1.011626141
283,135.7951437,41.99158255,76.02834858,1,1,0,0.425878116,41.979,76.5155,0.989204003
284,136.2375773,42.01935717,76.80383463,1,1,0,0.25627144,42.0898,76.8077,0.426202746
285,136.3187067,43.1135844,75.18692627,0,0,0,0,0,0,0
286,136.4415664,42.36949804,76.49645838,1,1,0,0.051201569,41.979,76.5155,0.817089628
287,137.8809279,42.78355533,76.07939337,1,0,0,0,0,0,0
288,137.9061333,43.89436007,75.31882203,1,1,0,0.186812922,43.9748,75.9108,0.24200076
289,138.6133725,42.99449477,78.81155618,1,1,0,0.037069045,42.8864,78.8784,0.354830968
290,138.8823521,42.44361316,76.07148536,1,1,0,0.232401412,41.979,76.5155,0.334210261
291,138.9932601,42.16580387,76.01795765,1,1,0,0.67289399,42.0987,75.918,0.306374197
292,139.1287199,43.06291009,77.74654201,1,1,0.172261258,0,0,0,0
293,139.143851,42.74773869,78.58719237,1,1,0,0.599726341,42.8864,78.8784,0.495009303
294,139.4128621,42.82957704,73.71791693,1,1,0,0.083637105,42.6526,73.7562,0.868248135
295,139.6020193,43.18870595,75.34715292,1,1,0,0.227460557,43.1009,75.2327,0.530926266
296,139.7506072,42.89081546,74.01495105,0,0,0,0,0,0,0
297,141.2781697,43.16705826,75.17799354,0,0,0,0,0,0,0
298,141.9721431,43.96209114,75.91472481,1,1,0.013531077,0,0,0,0
299,144.5709211,43.18601774,75.23077241,1,1,0,0.336406123,43.0481,76.1474,0.387199337
300,146.2934917,42.82831133,73.87797094,1,1,0,0.39671182,42.6526,73.7562,0.100858871
301,146.3687109,42.03199236,76.89341428,1,1,0,0.251902216,42.0898,76.8077,0.30137113
302,149.2348262,43.17620581,77.23142015,1,1,0,0.286295548,43.1566,77.6088,0.579463816
303,152.8925717,42.22280206,75.8671478,1,1,0,1.062727046,42.0987,75.918,0.2520752
304,152.9589286,43.27864209,76.09665229,1,1,0,0.216536923,43.0481,76.1474,0.663008128
305,153.0744757,42.85400201,77.49325214,1,1,0,0.381859363,43.1566,77.6088,0.464173668
306,154.1011795,43.13594509,76.11403099,1,0,0,0,0,0,0
307,154.377052,42.68213124,74.33867929,1,1,0.235989687,0,0,0,0
308,154.4590062,42.45229486,76.4943075,1,1,0,0.115506053,41.979,76.5155,0.526342329
309,154.8354832,42.60186566,73.80108511,0,0,0,0,0,0,0
310,155.0189167,43.00088132,78.70322374,1,1,0,0.534211965,42.8864,78.8784,0.210714425
311,155.2240625,42.83602062,76.2478039,1,0,0,0,0,0,0
312,155.3148789,43.09325012,76.27781896,1,1,0.358550422,0,0,0,0
313,155.4902052,42.95805754,78.88153221,1,1,0,0.312438573,42.8864,78.8784,0.244069019
